Media Outlet,Ad Instance Date Time (EST),Ad Length,Net Cleared,P25-54 Imps +3 (Actual),CPM,Ad,Program,Program Genre,Feed,Market,Attributes,Ad Instance ID
TURNER NETWORK TELEVISION,7/6/2021 2:34,:30,2337.5,39,59.93589744,How Does Your Credit Grow 30,Arrow,action/adventure / adaptation / crime / crime drama / fantasy / season copy,Dual,National,,33424038
DISCOVERY CHANNEL,7/6/2021 2:50,:30,85,13,6.538461538,Open Sesame 30,Street Outlaws,auto info / auto racing / extreme sports / reality / season copy,Dual,National,LOC,33424046
ARTS & ENTERTAINMENT,7/6/2021 3:19,:30,0,73,0,Open Sesame 30,Intervention,drugs / health / reality / season copy,Dual,National,,33424056
FOX NEWS CHANNEL,7/5/2021 7:50,:30,403.75,39.8,10.14447236,How Does Your Credit Grow 30,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33406723
WEATHER CHANNEL,7/5/2021 8:46,:30,63.75,16.8,3.794642857,How Does Your Credit Grow 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33406725
WE TV,7/5/2021 13:44,:30,136,20.4,6.666666667,Open Sesame 30,NCIS,action/adventure / Comedy / crime drama / drama / military / mystery & suspense / police / season copy / season finale / spin-off / suspense/thriller,Dual,National,LOC,33406721
WE TV,7/5/2021 15:15,:30,157.25,30,5.241666667,How Does Your Credit Grow 30,NCIS,action/adventure / Comedy / crime drama / drama / military / mystery & suspense / police / season copy / spin-off / suspense/thriller / timely,Dual,National,LOC,33406722
ANIMAL PLANET,7/5/2021 17:28,:30,127.5,26.1,4.885057471,Open Sesame 30,Alaska: The Last Frontier,action/adventure / agriculture / animals / drama / environment / fishing / gardening / hunting / nature / outdoors / reality / season copy / wildlife,Dual,National,LOC,33406719
DIRECTV SPORTS CLUSTER,7/5/2021 17:45,:30,1190,87,13.67816092,Open Sesame 30,,,Live,National,,33406727
Court TV Mystery,7/5/2021 18:05,:30,170,62,2.741935484,How Does Your Credit Grow 30,CSI: Crime Scene Investigation,action/adventure / crime / crime drama / drama / police / season copy / suspense/thriller / thanksgiving,Live,National,,33406712
ANIMAL PLANET,7/5/2021 18:27,:30,127.5,29.1,4.381443299,How Does Your Credit Grow 30,Alaska: The Last Frontier Exposed,action/adventure / agriculture / animals / companion series / drama / environment / fishing / gardening / hunting / nature / outdoors / reality / season copy / wildlife,Dual,National,LOC,33406717
ANIMAL PLANET,7/5/2021 18:49,:30,127.5,28.5,4.473684211,Open Sesame 30,Alaska: The Last Frontier Exposed,action/adventure / agriculture / animals / companion series / drama / environment / fishing / gardening / hunting / nature / outdoors / reality / season copy / wildlife,Dual,National,LOC,33406720
TURNER NETWORK TELEVISION,7/5/2021 19:22,:15,3825,270,14.16666667,How Does Your Credit Grow 15,Star Wars: The Force Awakens,action/adventure / fantasy / other / sci-fi / sequel / space,Dual,National,,33406728
ANIMAL PLANET,7/5/2021 19:37,:30,127.5,31.2,4.086538462,How Does Your Credit Grow 30,Alaska: The Last Frontier,action/adventure / agriculture / animals / drama / environment / fishing / hunting / nature / outdoors / reality / season copy / wildlife,Dual,National,LOC,33406718
DISCOVERY CHANNEL,7/5/2021 22:49,:30,255,86.8,2.937788018,How Does Your Credit Grow 30,Street Outlaws,auto info / auto racing / extreme sports / reality / season copy,Dual,National,LOC,33406714
WEATHER CHANNEL,7/5/2021 23:17,:30,72.25,14.8,4.881756757,Open Sesame 30,Storm Stories: The Next Chapter,Documentary / Weather,Live,National,LOC,33406726
ARTS & ENTERTAINMENT,7/5/2021 23:18,:30,365.5,26.85,13.61266294,Open Sesame 30,Intervention,drugs / health / reality / season copy,Dual,National,LOC,33406716
TURNER NETWORK TELEVISION,7/5/2021 23:22,:15,3825,139,27.51798561,Open Sesame 15,Inside the NBA,basketball / pro / sports stuff / timely,Dual,National,,33406730
OWN: OPRAH WINFREY NETWORK,7/5/2021 23:26,:30,144.5,19.2,7.526041667,Open Sesame 30,Deadline: Crime With Tamron Hall,crime / crime drama / Documentary / interview / mystery & suspense / police / reality / talk,Dual,National,LOC,33406713
ADULT SWIM,7/5/2021 23:28,:30,340,69.6,4.885057471,How Does Your Credit Grow 30,Adult Swim,Animation,Live,National,LOC,33406715
BLACK ENTERTAINMENT TELEVISION,7/5/2021 23:38,:30,1020,62,16.4516129,How Does Your Credit Grow 30,Martin,Comedy / Sitcom,Dual,National,,33406709
TURNER NETWORK TELEVISION,7/5/2021 23:56,:15,3825,140,27.32142857,How Does Your Credit Grow 15,Inside the NBA,basketball / pro / sports stuff / timely,Dual,National,,33406729
ARTS & ENTERTAINMENT,7/7/2021 1:20,:30,0,9.15,0,How Does Your Credit Grow 30,An Animal Saved My Life,animals / reality,Dual,National,LOC,33429632
ADULT SWIM,7/7/2021 1:59,:30,170,39.8,4.271356784,Open Sesame 30,Adult Swim,Animation,Live,National,LOC,33429623
TURNER NETWORK TELEVISION,7/7/2021 2:06,:30,2337.5,43,54.36046512,Open Sesame 30,NCIS: New Orleans,action/adventure / Comedy / crime drama / drama / halloween / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,,33429619
TURNER NETWORK TELEVISION,7/7/2021 2:39,:30,2337.5,48,48.69791667,How Does Your Credit Grow 30,NCIS: New Orleans,action/adventure / Comedy / crime drama / drama / halloween / military / mystery & suspense / police / season copy / spin-off / suspense/thriller,Dual,National,,33429618
FOX NEWS CHANNEL,7/6/2021 7:50,:30,403.75,41.8,9.659090909,Open Sesame 30,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33424052
WEATHER CHANNEL,7/6/2021 9:17,:30,63.75,16.4,3.887195122,Open Sesame 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33424054
ANIMAL PLANET,7/6/2021 16:13,:30,127.5,16.8,7.589285714,Open Sesame 30,Tanked,animals / pets / reality,Dual,National,LOC,33424050
WE TV,7/6/2021 17:16,:30,157.25,19.2,8.190104167,Open Sesame 30,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33424051
DISCOVERY CHANNEL,7/6/2021 20:50,:30,255,99.8,2.55511022,How Does Your Credit Grow 30,Deadliest Catch,environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33424041
ARTS & ENTERTAINMENT,7/6/2021 21:17,:30,365.5,19.65,18.60050891,How Does Your Credit Grow 30,An Animal Saved My Life,animals / reality,Dual,National,LOC,33424049
Court TV Mystery,7/6/2021 21:29,:30,170,82,2.073170732,Open Sesame 30,The First 48,crime / Documentary / police,Live,National,,33424039
DISCOVERY CHANNEL,7/6/2021 21:40,:30,255,66,3.863636364,Open Sesame 30,Deadliest Catch,environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33424043
DISCOVERY CHANNEL,7/6/2021 22:50,:30,255,28.6,8.916083916,How Does Your Credit Grow 30,Deadliest Catch,action/adventure / Documentary / drama / environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33424042
OWN: OPRAH WINFREY NETWORK,7/6/2021 23:08,:30,144.5,16.5,8.757575758,How Does Your Credit Grow 30,The Haves and the Have Nots,adaptation / drama / family issues / season copy / wealth,Dual,National,LOC,33424040
TURNER NETWORK TELEVISION,7/6/2021 23:22,:15,3825,97,39.43298969,Open Sesame 15,Animal Kingdom,crime drama / drugs / family issues / organized crime,Dual,National,,33424055
QUEST,7/6/2021 23:44,:30,85,,,How Does Your Credit Grow 30,Doomsday Preppers,Documentary / reality,Live,National,,33424057
INDEPENDENT FILM CHANNEL,7/8/2021 0:21,:30,144.5,9,16.05555556,Open Sesame 30,Black Hawk Down,action/adventure / drama / guy flick / modernized copy / war,Dual,National,LOC,33442508
WE TV,7/8/2021 0:43,:30,212.5,67.2,3.162202381,How Does Your Credit Grow 30,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33442503
ARTS & ENTERTAINMENT,7/8/2021 2:20,:30,0,60,0,Open Sesame 30,Court Cam Presents Under Oath,crime / reality,Dual,National,,33442514
WEATHER CHANNEL,7/7/2021 7:17,:30,63.75,22.4,2.845982143,How Does Your Credit Grow 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33429628
WEATHER CHANNEL,7/7/2021 13:17,:30,42.5,20.8,2.043269231,Open Sesame 30,The Weather Channel LIVE,other / Weather,Live,National,LOC,33429630
WEATHER CHANNEL,7/7/2021 14:17,:30,42.5,15.2,2.796052632,How Does Your Credit Grow 30,The Weather Channel LIVE,other / Weather,Live,National,LOC,33429629
TBS SUPERSTATION,7/7/2021 18:10,:15,3400,224,15.17857143,How Does Your Credit Grow 15,Family Guy,animated comedy / cartoon / cult classic / Sitcom,Dual,National,,33429615
TBS SUPERSTATION,7/7/2021 18:41,:15,3400,217,15.66820276,Open Sesame 15,Family Guy,animated comedy / cartoon / cult classic / Sitcom,Dual,National,,33429616
FX NETWORK,7/7/2021 21:27,:30,3612.5,305,11.8442623,How Does Your Credit Grow 30,Men in Black: International,action/adventure / Comedy / sci-fi / sequel,Dual,National,,33429627
WE TV,7/7/2021 21:42,:30,212.5,42.8,4.964953271,How Does Your Credit Grow 30,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33429625
ARTS & ENTERTAINMENT,7/7/2021 22:18,:30,365.5,32.7,11.17737003,Open Sesame 30,Court Cam Presents Under Oath,crime / reality,Dual,National,LOC,33429624
DISCOVERY CHANNEL,7/7/2021 22:35,:30,255,44.2,5.769230769,Open Sesame 30,Expedition Unknown: Rediscovered,action/adventure / Documentary / educational / history / mystery & suspense / reality / Travel,Dual,National,LOC,33429621
TURNER NETWORK TELEVISION,7/7/2021 23:16,:30,7650,232,32.97413793,Open Sesame 30,The Replacements,Comedy / football / guy flick,Dual,National,,33429617
Court TV Mystery,7/7/2021 23:26,:30,170,52,3.269230769,How Does Your Credit Grow 30,The First 48,crime / Documentary / police,Live,National,,33429620
ADULT SWIM,7/7/2021 23:28,:30,340,63.2,5.379746835,How Does Your Credit Grow 30,Adult Swim,Animation,Live,National,LOC,33429622
WE TV,7/7/2021 23:41,:30,212.5,47.2,4.502118644,Open Sesame 30,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Dual,National,LOC,33429626
DIRECTV SPORTS CLUSTER,7/7/2021 23:44,:30,765,35.2,21.73295455,How Does Your Credit Grow 30,,,Live,National,,33429631
INDEPENDENT FILM CHANNEL,7/9/2021 0:27,:30,144.5,46.5,3.107526882,Open Sesame 30,Two and a Half Men,Comedy / dating / divorce / family / satire / season copy / Sitcom / troubled relationships,Dual,National,LOC,33451322
MTV:  MUSIC TELEVISION,7/9/2021 1:47,:30,106.25,25,4.25,How Does Your Credit Grow 30,Ridiculousness,Comedy / compilation / entertainment / internet / reality,Dual,National,LOC,33451321
WEATHER CHANNEL,7/9/2021 2:21,:30,0,10.8,0,How Does Your Credit Grow 30,World's Deadliest Weather,Documentary / nature / Weather,Live,National,LOC,33451323
TURNER NETWORK TELEVISION,7/9/2021 2:24,:30,2337.5,61,38.31967213,How Does Your Credit Grow 30,Castle,Comedy / crime drama / police / season copy,Dual,National,,33451320
FOX NEWS CHANNEL,7/8/2021 6:49,:30,403.75,34.4,11.7369186,How Does Your Credit Grow 30,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33442506
WEATHER CHANNEL,7/8/2021 8:17,:30,63.75,8.4,7.589285714,Open Sesame 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33442509
WEATHER CHANNEL,7/8/2021 12:47,:30,42.5,15.2,2.796052632,How Does Your Credit Grow 30,The Weather Channel LIVE,other / Weather,Live,National,LOC,33442511
FX MOVIE CHANNEL,7/8/2021 19:10,:30,433.5,20,21.675,How Does Your Credit Grow 30,Ferdinand,action/adventure / adaptation / animated / children / Comedy / comedy-drama / other,Dual,National,,34487115
Court TV Mystery,7/8/2021 21:07,:30,170,106,1.603773585,Open Sesame 30,CSI: Miami,crime drama / drama / spin-off,Live,National,,33442501
QUEST,7/8/2021 21:54,:30,85,,,Open Sesame 30,Yukon Gold,outdoors / reality,Live,National,,33442515
Court TV Mystery,7/8/2021 22:08,:30,170,127,1.338582677,How Does Your Credit Grow 30,CSI: Miami,crime drama / drama / spin-off,Live,National,,33442500
NBA TV,7/8/2021 22:59,:30,307.7,1,307.7,How Does Your Credit Grow 30,NBA Special,basketball / pro / sports stuff,Live,National,,33442512
TURNER NETWORK TELEVISION,7/8/2021 23:10,:15,3825,127,30.11811024,How Does Your Credit Grow 15,Blended,Comedy / entertainment / family / Romance,Dual,National,,33442513
WEATHER CHANNEL,7/8/2021 23:17,:30,72.25,8.8,8.210227273,How Does Your Credit Grow 30,The World's Funniest Weather,Comedy / nature / Weather,Live,National,LOC,33442510
FX MOVIE CHANNEL,7/8/2021 23:21,:30,433.5,33,13.13636364,Open Sesame 30,The House With a Clock in Its Walls,adaptation / Comedy / fantasy / magic / mystery / mystery & suspense / other,Dual,National,,34487119
ANIMAL PLANET,7/8/2021 23:38,:30,127.5,12.6,10.11904762,How Does Your Credit Grow 30,Deadliest Catch,environment / fishing / nature / outdoors / reality / season copy / Weather,Dual,National,LOC,33442502
INDEPENDENT FILM CHANNEL,7/8/2021 23:57,:30,144.5,60,2.408333333,How Does Your Credit Grow 30,Two and a Half Men,Comedy / dating / divorce / family / satire / season copy / Sitcom / troubled relationships,Dual,National,LOC,33442507
NBA TV,7/10/2021 0:17,:30,170,6,28.33333333,Open Sesame 30,NBA Playoffs Playback,basketball / highlights / playoffs / pro / sports stuff,Live,National,,33458093
MTV:  MUSIC TELEVISION,7/10/2021 0:18,:30,106.25,33.8,3.143491124,Open Sesame 30,Ridiculousness,Comedy / compilation / entertainment / internet / reality,Dual,National,LOC,33458053
WEATHER CHANNEL,7/10/2021 0:53,:30,0,10.8,0,Open Sesame 30,Tornado Alley,Documentary / Weather,Live,National,LOC,33458077
BLACK ENTERTAINMENT TELEVISION,7/10/2021 2:28,:30,765,36,21.25,Open Sesame 30,Martin,Comedy / Sitcom,Dual,National,,33458040
FOX NEWS CHANNEL,7/9/2021 6:51,:30,403.75,37.4,10.79545455,Open Sesame 30,FOX & Friends,current affairs / newsmagazine / talk,Live,National,LOC,33458073
WEATHER CHANNEL,7/9/2021 7:46,:30,63.75,10.4,6.129807692,Open Sesame 30,America's Morning Headquarters,newscast / Weather,Live,National,LOC,33458074
WEATHER CHANNEL,7/9/2021 13:47,:30,42.5,4.8,8.854166667,How Does Your Credit Grow 30,The Weather Channel LIVE,other / Weather,Live,National,LOC,33458078
WEATHER CHANNEL,7/9/2021 14:47,:30,42.5,8.8,4.829545455,Open Sesame 30,The Weather Channel LIVE,other / Weather,Live,National,LOC,33458079
AMERICAN MOVIE CLASSICS,7/9/2021 19:17,:30,153,34.2,4.473684211,How Does Your Credit Grow 30,Kindergarten Cop,action/adventure / Comedy / comedy-drama / crime / drama / modernized copy / police,Dual,National,LOC,33458041
DIRECTV SPORTS CLUSTER,7/9/2021 19:44,:30,1190,73.8,16.12466125,Open Sesame 30,,,Live,National,,33458087
Court TV Mystery,7/9/2021 19:45,:30,170,66,2.575757576,Open Sesame 30,Law & Order,action/adventure / courtroom / crime drama / drama / legal / police / season copy / suspense/thriller / troubled relationships / workplace,Live,National,,33458045
NBA TV,7/9/2021 19:53,:30,307.7,13,23.66923077,Open Sesame 30,WNBA Basketball,basketball / pro / regular season / women,Live,National,,33458091
ADULT SWIM,7/9/2021 21:28,:30,340,34,10,Open Sesame 30,Adult Swim,Animation,Live,National,LOC,33458049
FX MOVIE CHANNEL,7/9/2021 21:32,:30,433.5,31,13.98387097,How Does Your Credit Grow 30,The Revenant,action/adventure / drama / history / mystery & suspense / other / suspense/thriller / Western,Dual,National,,34487116
NBA TV,7/9/2021 21:42,:30,307.7,8,38.4625,How Does Your Credit Grow 30,NBA Gametime,all-star / basketball / playoffs / preview / pro / sports stuff / timely,Live,National,,33458090
TBS SUPERSTATION,7/9/2021 22:18,:30,6800,215,31.62790698,How Does Your Credit Grow 30,The Hitman's Bodyguard,action/adventure / Comedy / crime / other / suspense/thriller,Dual,National,,33458094
NATIONAL GEOGRAPHIC CHANNEL,7/9/2021 22:23,:30,106.25,66.5,1.597744361,How Does Your Credit Grow 30,World's Most Dangerous Shark,animals / Documentary / wildlife,Dual,National,LOC,33458052
CNN,7/9/2021 22:49,:30,1530,137,11.16788321,How Does Your Credit Grow 30,Don Lemon Tonight,current affairs / newscast,Live,National,,33458035
TURNER NETWORK TELEVISION,7/9/2021 23:03,:30,7650,285,26.84210526,Open Sesame 30,Thor: Ragnarok,action/adventure / fantasy / other / sequel,Dual,National,,33458034
QUEST,7/9/2021 23:11,:30,85,,,How Does Your Credit Grow 30,Doomsday Preppers,Documentary / reality,Live,National,,33451711
FX MOVIE CHANNEL,7/9/2021 23:12,:30,433.5,24,18.0625,Open Sesame 30,The Revenant,action/adventure / drama / history / mystery & suspense / other / suspense/thriller / Western,Dual,National,,34487120
ADULT SWIM,7/9/2021 23:28,:30,340,43.8,7.762557078,How Does Your Credit Grow 30,Adult Swim,Animation,Live,National,LOC,33458048
WEATHER CHANNEL,7/9/2021 23:52,:30,72.25,20.8,3.473557692,Open Sesame 30,Tornado Alley,Documentary / Weather,Live,National,LOC,33458076
ARTS & ENTERTAINMENT,7/11/2021 0:13,:30,0,15,0,How Does Your Credit Grow 30,Extraction,action/adventure / mystery & suspense / suspense/thriller / terrorism,Dual,National,LOC,33458106
NBA TV,7/11/2021 0:33,:30,170,21,8.095238095,How Does Your Credit Grow 30,NBA Playoff,basketball / championship / playoffs / pro,Live,National,,33458092
ADULT SWIM,7/11/2021 0:59,:30,170,36.2,4.696132597,How Does Your Credit Grow 30,Adult Swim,Animation,Live,National,LOC,33458051
BLACK ENTERTAINMENT TELEVISION,7/11/2021 2:44,:30,765,106,7.216981132,How Does Your Credit Grow 30,The Parkers,Comedy / Sitcom / spin-off,Dual,National,,33458039
HOME & GARDEN TELEVISION,7/10/2021 7:26,:30,595,8.2,72.56097561,Open Sesame 30,Property Brothers: Forever Home,construction / entertainment / home projects / makeover / real estate / reality,Dual,National,LOC,33458085
HOME & GARDEN TELEVISION,7/10/2021 8:25,:30,595,22.8,26.09649123,How Does Your Credit Grow 30,Property Brothers: Forever Home,construction / entertainment / home & garden / home projects / makeover / real estate / reality,Dual,National,LOC,33458083
CNN,7/10/2021 8:35,:30,850,78,10.8974359,Open Sesame 30,New Day Weekend with Christi Paul and Boris Sanche,current affairs / newscast / public affairs / talk,Live,National,,33458038
WE TV,7/10/2021 12:19,:30,182.75,27.6,6.621376812,Open Sesame 30,Criminal Minds,crime drama / drama / police / suspense/thriller,Dual,National,LOC,33458066
HOME & GARDEN TELEVISION,7/10/2021 13:20,:30,680,39.4,17.25888325,Open Sesame 30,Home Town,home & garden / home projects / real estate,Dual,National,LOC,33458081
